ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
56.697,0.08,-0.04,0.92,-1.08,2.07,0.03
56.717,0.08,-0.04,0.92,-1.01,2.21,0.01
56.737,0.08,-0.03,0.92,-1,2.18,0.03
56.757,0.08,-0.03,0.91,-1.04,2.2,-0.07
56.777,0.08,-0.04,0.92,-0.95,2.18,0.06
56.797,0.08,-0.04,0.92,-1.08,2.23,0.02
56.817,0.08,-0.04,0.92,-1.01,2.12,-0.06
56.837,0.08,-0.04,0.92,-1.05,2.15,0.04
56.857,0.08,-0.03,0.92,-1,2.24,-0.05
56.877,0.08,-0.03,0.92,-1.04,2.15,-0.06
56.897,0.08,-0.04,0.92,-1.02,2.16,-0.02
56.918,0.08,-0.03,0.92,-1.01,2.17,-0.01
56.937,0.08,-0.03,0.92,-1.05,2.14,-0.01
56.957,0.08,-0.04,0.92,-1.03,2.06,0.02
56.977,0.08,-0.04,0.92,-0.98,2.17,0
56.997,0.08,-0.03,0.92,-1.08,2.05,0.05
57.017,0.08,-0.04,0.92,-1.02,2.08,-0.05
57.037,0.08,-0.03,0.92,-1.06,2.17,-0.01
57.057,0.08,-0.04,0.92,-1.03,2.18,-0.02
57.077,0.08,-0.04,0.92,-1.05,2.18,0.05
57.097,0.08,-0.03,0.92,-1.04,2.19,0.01
57.117,0.08,-0.03,0.92,-1.02,2.23,0.02
57.137,0.08,-0.04,0.92,-1.08,2.19,-0.09
57.157,0.08,-0.03,0.92,-1.08,2.21,-0.03
57.177,0.08,-0.04,0.92,-1.03,2.21,-0.02
57.197,0.08,-0.03,0.92,-1.05,2.2,0.04
57.217,0.08,-0.04,0.92,-1.03,2.12,0.02
57.237,0.08,-0.03,0.91,-1.01,2.21,0.03
57.257,0.08,-0.03,0.92,-1.02,2.19,0.04
57.277,0.08,-0.04,0.92,-0.98,2.15,-0.02
57.297,0.08,-0.03,0.92,-1.03,2.2,0
57.317,0.08,-0.04,0.92,-1.04,2.18,0.03
57.337,0.08,-0.04,0.92,-1.01,2.24,0.02
57.357,0.08,-0.04,0.92,-1,2.11,0
57.377,0.08,-0.03,0.92,-0.98,2.25,-0.05
57.397,0.08,-0.04,0.92,-1.04,2.23,-0.02
57.417,0.08,-0.04,0.92,-1,2.18,-0.02
57.437,0.08,-0.04,0.92,-1.02,2.22,0.03
57.457,0.08,-0.04,0.92,-0.98,2.31,-0.02
57.477,0.08,-0.04,0.92,-1.04,2.2,-0.05
57.497,0.08,-0.04,0.92,-1.02,2.18,0.01
57.517,0.08,-0.03,0.92,-0.98,2.14,0.02
57.537,0.08,-0.04,0.92,-1,2.27,0.02
57.558,0.08,-0.04,0.92,-1.02,2.21,-0.02
57.577,0.08,-0.03,0.92,-1.05,2.2,0.02
57.597,0.08,-0.04,0.92,-0.99,2.23,-0.07
57.617,0.08,-0.04,0.92,-1.02,2.24,0.02
57.637,0.08,-0.04,0.91,-1.01,2.14,0.04
57.657,0.08,-0.04,0.92,-1.04,2.11,-0.01
57.677,0.08,-0.03,0.92,-0.99,2.18,-0.03
57.697,0.08,-0.03,0.92,-0.95,2.23,-0.08
57.717,0.08,-0.03,0.92,-1.02,2.18,0.03
57.737,0.08,-0.04,0.91,-1.05,2.17,-0.03
57.757,0.08,-0.04,0.92,-1.02,2.1,-0.02
57.777,0.08,-0.03,0.92,-1.02,2.26,0
57.797,0.08,-0.04,0.92,-1,2.21,-0.08
57.817,0.08,-0.04,0.92,-1.03,2.21,0.02
57.837,0.08,-0.04,0.92,-1.04,2.24,0.01
57.857,0.08,-0.04,0.92,-1.02,2.21,0.05
57.877,0.08,-0.04,0.92,-1.05,2.18,0.04
57.897,0.08,-0.04,0.92,-1.07,2.19,0.05
57.917,0.08,-0.03,0.92,-1.04,2.2,0.01
57.937,0.08,-0.04,0.92,-1.03,2.16,0
57.957,0.08,-0.04,0.91,-1.08,2.21,-0.03
57.977,0.08,-0.04,0.92,-0.98,2.18,-0.01
57.997,0.08,-0.03,0.92,-1.04,2.15,-0.05
58.017,0.08,-0.03,0.92,-1.01,2.22,0.02
58.037,0.08,-0.04,0.92,-0.97,2.19,-0.05
58.057,0.08,-0.04,0.92,-1.04,2.18,-0.02
58.077,0.08,-0.04,0.92,-1.05,2.17,0.04
58.097,0.08,-0.04,0.92,-1.04,2.24,0.02
58.117,0.08,-0.03,0.92,-0.97,2.25,0.04
58.137,0.08,-0.03,0.92,-1.02,2.18,0.02
58.157,0.08,-0.04,0.92,-1.07,2.24,-0.02
58.177,0.08,-0.04,0.92,-1.04,2.27,-0.05
58.198,0.08,-0.03,0.92,-1.05,2.21,0.02
58.217,0.08,-0.03,0.92,-1.09,2.12,0.02
58.237,0.08,-0.04,0.92,-1.01,2.17,0
58.257,0.08,-0.04,0.92,-1.05,2.2,0.02
58.277,0.08,-0.03,0.92,-1.04,2.09,-0.02
58.297,0.08,-0.04,0.92,-1.02,2.17,0.07
58.317,0.08,-0.04,0.92,-0.97,2.11,0.05
58.337,0.08,-0.04,0.92,-1.02,2.14,-0.02
58.357,0.08,-0.04,0.92,-1.03,2.17,0.02
58.377,0.08,-0.04,0.92,-1.02,2.25,-0.02
58.397,0.08,-0.04,0.92,-1.03,2.14,-0.05
58.417,0.08,-0.04,0.92,-1,2.21,0.04
58.437,0.08,-0.03,0.92,-1.05,2.26,-0.02
58.457,0.08,-0.04,0.92,-1.06,2.17,0.06
58.477,0.08,-0.04,0.92,-1.01,2.19,0.02
58.497,0.08,-0.04,0.92,-1.01,2.2,0
58.517,0.08,-0.03,0.92,-1.08,2.19,-0.02
58.537,0.08,-0.04,0.92,-1.02,2.15,-0.02
58.557,0.08,-0.03,0.92,-1.01,2.23,0.07
58.577,0.08,-0.04,0.92,-1.02,2.14,-0.02
58.597,0.08,-0.04,0.92,-1.02,2.15,0.01
58.617,0.08,-0.03,0.92,-1.05,2.12,0.02
58.637,0.08,-0.04,0.92,-1.07,2.22,0
58.657,0.08,-0.03,0.92,-1.05,2.27,0.03
58.677,0.08,-0.04,0.92,-1.03,2.16,0.04
58.697,0.08,-0.04,0.92,-1.03,2.21,0
58.717,0.08,-0.04,0.92,-1.02,2.26,0.01
58.737,0.08,-0.04,0.91,-1.04,2.14,-0.01
58.757,0.08,-0.04,0.92,-1,2.24,-0.05
58.777,0.08,-0.04,0.92,-1.01,2.21,0.02
58.797,0.08,-0.04,0.92,-1.08,2.15,-0.01
58.817,0.08,-0.04,0.91,-1.06,2.13,-0.04
58.838,0.08,-0.03,0.92,-1.03,2.18,-0.03
58.857,0.08,-0.03,0.92,-1.04,2.22,0.02
58.877,0.08,-0.04,0.92,-1.02,2.23,0.01
58.897,0.08,-0.04,0.92,-1,2.27,0.02
58.917,0.08,-0.04,0.92,-1,2.22,-0.01
58.937,0.08,-0.03,0.92,-0.98,2.23,0.05
58.957,0.08,-0.03,0.92,-1.02,2.16,0
58.977,0.08,-0.04,0.92,-0.99,2.15,-0.01
58.997,0.08,-0.04,0.92,-0.95,2.29,0.02
59.017,0.08,-0.03,0.92,-1.06,2.31,0.05
59.037,0.08,-0.04,0.92,-1.09,2.2,-0.02
59.057,0.08,-0.03,0.92,-1.03,2.25,-0.01
59.077,0.08,-0.04,0.92,-1.02,2.23,-0.04
59.097,0.08,-0.03,0.92,-1.08,2.18,0.03
59.117,0.08,-0.04,0.92,-1.08,2.15,0
59.137,0.08,-0.04,0.92,-1.03,2.18,-0.03
59.157,0.08,-0.04,0.92,-1.09,2.26,0.04
59.177,0.08,-0.04,0.92,-1.01,2.18,0.03
59.197,0.08,-0.03,0.92,-1.02,2.19,0.02
59.217,0.08,-0.03,0.91,-1.05,2.21,-0.02
59.237,0.08,-0.03,0.92,-0.98,2.21,-0.02
59.257,0.08,-0.03,0.92,-1.05,2.22,-0.02
59.277,0.08,-0.03,0.92,-1.06,2.18,0.01
59.297,0.08,-0.04,0.92,-1.05,2.16,-0.04
59.317,0.08,-0.03,0.92,-1.05,2.15,-0.01
59.337,0.08,-0.04,0.92,-1,2.14,0.02
59.357,0.08,-0.03,0.92,-1.06,2.12,-0.03
59.377,0.08,-0.03,0.92,-1.02,2.17,0.07
59.397,0.08,-0.04,0.92,-1.02,2.15,0
59.417,0.08,-0.03,0.92,-0.99,2.26,0.04
59.437,0.08,-0.03,0.92,-1.02,2.23,-0.02
59.457,0.08,-0.03,0.92,-1.03,2.19,0.02
59.478,0.08,-0.04,0.92,-1.02,2.2,-0.02
59.497,0.08,-0.03,0.92,-0.95,2.15,-0.05
59.517,0.08,-0.04,0.92,-1.05,2.18,0.02
59.537,0.08,-0.04,0.92,-1.05,2.19,0.05
59.557,0.08,-0.03,0.92,-1.05,2.24,-0.03
59.577,0.08,-0.04,0.92,-0.96,2.24,0.02
59.597,0.08,-0.04,0.92,-1.05,2.21,-0.02
59.617,0.08,-0.04,0.92,-1.07,2.19,-0.05
59.637,0.08,-0.04,0.92,-1.02,2.18,0.02
59.657,0.08,-0.03,0.91,-0.98,2.13,-0.05
59.677,0.08,-0.03,0.92,-1,2.16,-0.04
59.697,0.08,-0.03,0.92,-1.05,2.18,-0.01
59.717,0.08,-0.03,0.92,-1.07,2.26,0
59.737,0.08,-0.04,0.92,-1.06,2.15,0.01
59.757,0.08,-0.03,0.92,-1.05,2.21,0.01
59.777,0.08,-0.03,0.92,-1.05,2.17,0
59.797,0.08,-0.03,0.92,-1.05,2.18,-0.02
59.817,0.08,-0.03,0.92,-1.03,2.16,-0.02
59.837,0.08,-0.04,0.92,-1.01,2.2,-0.01
59.857,0.08,-0.04,0.92,-1.02,2.27,0.06
59.877,0.08,-0.04,0.92,-1.03,2.2,-0.01
59.897,0.08,-0.03,0.92,-1.04,2.17,-0.03
59.917,0.08,-0.04,0.92,-1,2.15,0
59.937,0.08,-0.04,0.92,-0.99,2.18,0.02
59.957,0.08,-0.03,0.92,-1.02,2.24,0.01
59.977,0.08,-0.04,0.92,-1.01,2.2,0.04
59.997,0.08,-0.03,0.92,-0.99,2.21,0.04
60.017,0.08,-0.04,0.92,-1.02,2.21,0
60.037,0.08,-0.04,0.92,-1.06,2.18,-0.04
60.057,0.08,-0.03,0.91,-1.02,2.26,0.04
60.077,0.08,-0.04,0.92,-1.09,2.24,0
60.097,0.08,-0.04,0.91,-0.97,2.16,0.01
60.118,0.08,-0.04,0.92,-0.98,2.17,-0.02
60.137,0.08,-0.04,0.92,-1.02,2.11,-0.08
60.157,0.08,-0.03,0.92,-1.03,2.15,-0.02
60.177,0.08,-0.04,0.92,-1.05,2.13,-0.01
60.197,0.08,-0.04,0.92,-0.98,2.18,-0.05
60.217,0.08,-0.03,0.92,-1.05,2.17,0
60.237,0.08,-0.03,0.92,-1.07,2.21,0.04
60.257,0.08,-0.03,0.92,-1.02,2.17,-0.03
60.277,0.08,-0.04,0.92,-1.02,2.15,0.01
60.297,0.08,-0.03,0.92,-0.98,2.31,0.02
60.317,0.08,-0.04,0.92,-1.04,2.22,0.01
60.337,0.08,-0.04,0.92,-1.05,2.19,-0.01
60.357,0.08,-0.04,0.92,-1.01,2.21,0.03
60.377,0.08,-0.04,0.92,-1.03,2.24,-0.05
60.397,0.08,-0.03,0.92,-0.99,2.11,0.05
60.417,0.08,-0.04,0.92,-1.02,2.31,-0.01
60.437,0.08,-0.03,0.92,-1.03,2.21,-0.02
60.457,0.08,-0.04,0.92,-0.96,2.24,0
60.477,0.08,-0.03,0.92,-1.01,2.2,0.05
60.497,0.08,-0.03,0.92,-0.95,2.22,0
60.517,0.08,-0.03,0.92,-0.98,2.31,-0.02
60.537,0.08,-0.03,0.92,-1.05,2.21,-0.02
60.557,0.08,-0.04,0.92,-1,2.25,0.04
60.577,0.08,-0.04,0.91,-0.99,2.3,0.04
60.597,0.08,-0.04,0.92,-1,2.31,-0.02
60.617,0.08,-0.04,0.92,-1.03,2.21,0.03
60.637,0.08,-0.04,0.92,-1.05,2.18,-0.02
60.657,0.08,-0.04,0.92,-0.97,2.17,0.02
60.677,0.08,-0.04,0.92,-0.99,2.18,0.02
60.697,0.08,-0.04,0.92,-0.98,2.17,0
60.717,0.08,-0.03,0.92,-0.97,2.19,-0.05
60.737,0.08,-0.03,0.92,-1.04,2.2,-0.04
60.758,0.08,-0.04,0.91,-1,2.13,0.04
60.777,0.08,-0.03,0.92,-1.01,2.12,0.03
60.797,0.08,-0.04,0.91,-1.03,2.18,0.01
60.817,0.08,-0.04,0.92,-1.05,2.13,0.02
60.837,0.08,-0.04,0.92,-1.03,2.17,0.02
60.857,0.08,-0.03,0.92,-1.04,2.29,-0.01
60.877,0.08,-0.04,0.92,-1.02,2.19,0.05
60.897,0.08,-0.04,0.92,-1.03,2.19,0.02
60.917,0.08,-0.04,0.92,-1.02,2.12,0.02
60.937,0.08,-0.04,0.92,-0.98,2.2,-0.01
60.957,0.08,-0.04,0.92,-0.97,2.26,-0.01
60.977,0.08,-0.03,0.92,-1.05,2.21,0
60.997,0.08,-0.04,0.92,-1.08,2.14,0.08
61.017,0.08,-0.04,0.92,-1.05,2.23,0.02
61.037,0.08,-0.04,0.92,-1.02,2.24,0.01
61.057,0.08,-0.03,0.92,-1.02,2.27,0.01
61.077,0.08,-0.03,0.92,-1.06,2.26,-0.01
61.097,0.08,-0.04,0.92,-1.05,2.24,-0.04
61.117,0.08,-0.04,0.92,-1,2.34,-0.07
61.137,0.08,-0.04,0.92,-0.94,2.25,0.05
61.157,0.09,-0.03,0.91,-1.05,2.18,0.05
61.177,0.08,-0.03,0.92,-1.07,2.06,0.04
61.197,0.08,-0.04,0.92,-1.03,2.11,-0.04
61.217,0.08,-0.04,0.92,-1.05,2.07,-0.02
61.237,0.08,-0.04,0.92,-1.05,2.24,0.02
61.257,0.08,-0.04,0.92,-1,2.31,0.05
61.277,0.08,-0.03,0.92,-0.99,2.31,-0.05
61.297,0.08,-0.03,0.92,-1.03,2.19,0.03
61.317,0.08,-0.04,0.92,-1.03,2.11,-0.05
