ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
28.917,0.08,-0.03,0.92,-1.02,2.27,0.01
28.937,0.08,-0.03,0.92,-1.04,2.2,0.02
28.957,0.08,-0.03,0.92,-1.02,2.11,0.04
28.977,0.08,-0.04,0.92,-1.05,2.24,0.04
28.997,0.08,-0.04,0.92,-1.07,2.22,-0.02
29.017,0.08,-0.04,0.92,-1.04,2.29,0
29.037,0.08,-0.04,0.92,-1.05,2.27,-0.06
29.057,0.08,-0.04,0.92,-1.05,2.27,-0.02
29.077,0.08,-0.03,0.92,-1.04,2.19,0.01
29.097,0.08,-0.03,0.92,-1.06,2.14,-0.02
29.117,0.08,-0.03,0.92,-1.05,2.1,-0.03
29.137,0.08,-0.03,0.92,-1,2.22,0.02
29.157,0.08,-0.04,0.92,-1,2.18,-0.02
29.177,0.08,-0.04,0.92,-1.06,2.18,0.04
29.197,0.08,-0.03,0.92,-1.01,2.25,0.02
29.217,0.08,-0.04,0.92,-1.07,2.22,0
29.237,0.08,-0.03,0.92,-1.04,2.18,-0.07
29.257,0.08,-0.03,0.92,-1.07,2.25,-0.01
29.277,0.08,-0.04,0.92,-1.01,2.22,0
29.297,0.08,-0.04,0.92,-1.05,2.21,0.03
29.317,0.08,-0.03,0.92,-1.08,2.26,-0.02
29.337,0.08,-0.03,0.92,-1,2.25,-0.07
29.357,0.08,-0.04,0.92,-1.05,2.22,0.05
29.377,0.08,-0.04,0.92,-0.95,2.21,-0.01
29.398,0.08,-0.04,0.92,-1.02,2.16,0.06
29.417,0.08,-0.03,0.92,-0.96,2.19,-0.03
29.437,0.08,-0.03,0.92,-0.92,2.2,-0.02
29.457,0.08,-0.04,0.92,-0.98,2.2,0
29.477,0.08,-0.04,0.92,-1.03,2.23,-0.03
29.497,0.08,-0.03,0.92,-1.05,2.29,0.04
29.517,0.08,-0.04,0.92,-0.96,2.24,0.01
29.537,0.08,-0.04,0.92,-1.03,2.25,0.08
29.557,0.08,-0.03,0.91,-0.99,2.27,0.1
29.577,0.08,-0.04,0.92,-1.05,2.23,-0.02
29.597,0.08,-0.03,0.92,-1.03,2.24,-0.01
29.617,0.08,-0.04,0.91,-1,2.24,-0.02
29.637,0.08,-0.03,0.92,-0.99,2.21,-0.03
29.657,0.08,-0.03,0.92,-1.05,2.16,-0.04
29.677,0.08,-0.03,0.92,-0.95,2.21,0
29.697,0.08,-0.04,0.91,-1.07,2.2,-0.06
29.717,0.08,-0.03,0.92,-1.08,2.18,0.02
29.737,0.08,-0.04,0.92,-1.05,2.1,0.06
29.757,0.08,-0.03,0.92,-1.04,2.24,0.03
29.777,0.08,-0.04,0.92,-1.08,2.19,0.01
29.797,0.08,-0.04,0.92,-1.04,2.29,0
29.817,0.08,-0.04,0.92,-1.11,2.18,-0.03
29.837,0.08,-0.03,0.92,-1.12,2.23,-0.04
29.857,0.08,-0.03,0.92,-1.05,2.18,0.08
29.877,0.08,-0.04,0.92,-0.99,2.27,-0.08
29.897,0.08,-0.03,0.92,-1.08,2.12,0.02
29.917,0.08,-0.04,0.92,-1.07,2.18,0.02
29.937,0.08,-0.04,0.92,-1.07,2.21,0.01
29.957,0.08,-0.03,0.92,-1.07,2.28,0
29.977,0.08,-0.03,0.92,-1.03,2.26,-0.03
29.997,0.08,-0.04,0.92,-0.98,2.21,0.02
30.017,0.08,-0.03,0.92,-1.01,2.24,0.03
30.038,0.08,-0.04,0.92,-1.09,2.22,-0.06
30.057,0.08,-0.04,0.92,-0.95,2.24,-0.01
30.077,0.08,-0.03,0.92,-1.06,2.25,0.04
30.097,0.08,-0.03,0.92,-1.02,2.24,0.02
30.117,0.08,-0.03,0.92,-1.04,2.24,-0.06
30.137,0.08,-0.03,0.92,-1.11,2.22,-0.03
30.157,0.08,-0.03,0.93,-1.04,2.27,0.03
30.177,0.08,-0.04,0.92,-1.08,2.16,-0.04
30.197,0.08,-0.04,0.92,-1.08,2.27,-0.02
30.217,0.08,-0.04,0.92,-1.02,2.29,0.03
30.237,0.08,-0.03,0.91,-1.01,2.22,0.02
30.257,0.08,-0.04,0.92,-0.97,2.25,-0.01
30.277,0.08,-0.04,0.92,-1.01,2.34,0
30.297,0.08,-0.04,0.92,-1.02,2.21,-0.02
30.317,0.08,-0.03,0.92,-1.11,2.17,-0.03
30.337,0.08,-0.04,0.92,-1.05,2.18,-0.01
30.357,0.08,-0.03,0.92,-1.07,2.25,0
30.377,0.08,-0.03,0.92,-0.98,2.3,0.02
30.397,0.08,-0.04,0.92,-1.05,2.27,0.02
30.417,0.08,-0.04,0.92,-1,2.18,-0.05
30.437,0.08,-0.03,0.92,-1.02,2.31,0
30.457,0.08,-0.04,0.92,-1.01,2.25,0.04
30.477,0.08,-0.04,0.92,-1.01,2.27,0.09
30.497,0.08,-0.03,0.92,-1.04,2.19,0.07
30.517,0.08,-0.03,0.92,-1.04,2.2,0.04
30.537,0.09,-0.04,0.92,-1.02,2.18,-0.01
30.557,0.08,-0.04,0.92,-1.02,2.18,0.01
30.577,0.08,-0.03,0.92,-1.03,2.31,0.01
30.597,0.08,-0.03,0.92,-1.01,2.27,0.04
30.617,0.08,-0.04,0.92,-1.02,2.12,0.01
30.637,0.08,-0.03,0.92,-1.06,2.21,0.02
30.657,0.08,-0.04,0.92,-1.05,2.16,-0.02
30.678,0.08,-0.03,0.91,-1.03,2.15,0.02
30.697,0.08,-0.03,0.92,-0.99,2.14,0.03
30.717,0.08,-0.03,0.92,-1.02,2.26,0.01
30.737,0.08,-0.03,0.92,-1,2.18,-0.02
30.757,0.08,-0.04,0.92,-1.08,2.15,0.02
30.777,0.08,-0.03,0.91,-1.02,2.27,0.03
30.797,0.08,-0.03,0.92,-1.07,2.25,0.03
30.817,0.08,-0.04,0.92,-1.05,2.3,-0.03
30.837,0.08,-0.04,0.92,-1,2.21,0.03
30.857,0.08,-0.03,0.92,-1.08,2.25,0.01
30.877,0.08,-0.04,0.91,-1.05,2.18,0.02
30.897,0.08,-0.04,0.92,-1.02,2.21,-0.02
30.917,0.08,-0.03,0.92,-1.05,2.26,-0.04
30.937,0.08,-0.03,0.92,-1.05,2.25,0.02
30.957,0.08,-0.03,0.92,-1.03,2.27,0.07
30.977,0.08,-0.03,0.92,-0.97,2.27,0.03
30.997,0.08,-0.03,0.92,-1.02,2.18,-0.01
31.017,0.08,-0.04,0.92,-1.03,2.26,0
31.037,0.08,-0.03,0.92,-1.01,2.18,0
31.057,0.08,-0.03,0.92,-0.99,2.27,-0.08
31.077,0.08,-0.03,0.92,-1,2.21,-0.02
31.097,0.08,-0.04,0.92,-1.06,2.2,0.03
31.117,0.08,-0.03,0.92,-1.08,2.2,0.01
31.137,0.08,-0.03,0.92,-1.01,2.23,0.05
31.157,0.08,-0.03,0.92,-1.08,2.21,-0.03
31.177,0.08,-0.04,0.92,-1.04,2.24,-0.01
31.197,0.08,-0.03,0.92,-0.98,2.23,0.03
31.217,0.08,-0.04,0.92,-1.05,2.24,0
31.237,0.08,-0.03,0.92,-0.99,2.16,-0.05
31.257,0.08,-0.04,0.92,-1.07,2.29,-0.03
31.277,0.08,-0.03,0.92,-1.03,2.27,0.07
31.297,0.08,-0.04,0.92,-1.06,2.26,-0.04
31.318,0.08,-0.04,0.92,-1.05,2.28,0.05
31.337,0.08,-0.04,0.92,-1.05,2.27,0.02
31.357,0.08,-0.03,0.92,-1.06,2.21,-0.06
31.377,0.08,-0.04,0.92,-1.05,2.24,0.02
31.397,0.08,-0.03,0.92,-1.05,2.25,-0.02
31.417,0.08,-0.03,0.92,-0.99,2.22,0.02
31.437,0.08,-0.03,0.92,-1.06,2.25,-0.02
31.457,0.08,-0.03,0.92,-1.03,2.21,-0.02
31.477,0.08,-0.03,0.91,-1.05,2.15,-0.02
31.497,0.08,-0.03,0.92,-1.02,2.24,0.04
31.517,0.08,-0.04,0.92,-1.05,2.22,-0.02
31.537,0.08,-0.04,0.92,-0.95,2.23,-0.02
31.557,0.08,-0.03,0.92,-1.02,2.18,-0.02
31.577,0.08,-0.04,0.92,-1.05,2.26,0
31.597,0.08,-0.04,0.92,-1.06,2.24,0.01
31.617,0.08,-0.04,0.92,-1.05,2.29,0.04
31.637,0.08,-0.04,0.92,-0.98,2.27,0.01
31.657,0.08,-0.03,0.92,-1,2.18,0.04
31.677,0.08,-0.04,0.92,-0.98,2.24,0
31.697,0.08,-0.03,0.92,-1.01,2.21,-0.01
31.717,0.08,-0.03,0.92,-0.95,2.33,-0.06
31.737,0.08,-0.04,0.92,-1.04,2.26,-0.04
31.757,0.08,-0.03,0.92,-1.02,2.27,-0.05
31.777,0.08,-0.03,0.92,-1.1,2.21,-0.02
31.797,0.08,-0.03,0.92,-1.01,2.21,0.07
31.817,0.08,-0.03,0.92,-1.02,2.29,0
31.837,0.08,-0.03,0.92,-1.02,2.21,-0.03
31.857,0.08,-0.04,0.92,-1.06,2.15,0.03
31.877,0.08,-0.04,0.92,-1.01,2.24,0.02
31.897,0.08,-0.03,0.91,-1.09,2.24,0.01
31.917,0.08,-0.04,0.92,-1.07,2.24,0.02
31.937,0.08,-0.04,0.92,-0.98,2.27,0.05
31.958,0.08,-0.03,0.92,-0.99,2.26,-0.03
31.977,0.08,-0.03,0.92,-1.03,2.28,0
31.997,0.08,-0.04,0.92,-1.08,2.23,0.02
32.017,0.08,-0.04,0.92,-1.03,2.24,-0.02
32.037,0.08,-0.03,0.92,-0.98,2.28,0
32.057,0.08,-0.03,0.92,-0.99,2.24,0.02
32.077,0.08,-0.03,0.92,-1,2.25,-0.02
32.097,0.08,-0.04,0.92,-1.05,2.15,0.1
32.117,0.08,-0.04,0.91,-1.04,2.28,-0.02
32.137,0.08,-0.04,0.92,-1.05,2.22,-0.02
32.157,0.08,-0.03,0.92,-0.98,2.15,0.02
32.177,0.08,-0.04,0.92,-1.02,2.23,-0.04
32.197,0.08,-0.04,0.92,-1.03,2.26,0.03
32.217,0.08,-0.03,0.92,-1.03,2.18,-0.05
32.237,0.08,-0.03,0.92,-1.05,2.16,0.02
32.257,0.08,-0.04,0.92,-1.02,2.15,-0.01
32.277,0.08,-0.03,0.92,-0.97,2.19,-0.03
32.297,0.08,-0.04,0.92,-0.98,2.18,0.02
32.317,0.08,-0.04,0.92,-1.08,2.17,0.02
32.337,0.08,-0.04,0.92,-1.02,2.23,-0.02
32.357,0.08,-0.03,0.92,-0.97,2.24,0
32.377,0.08,-0.03,0.92,-1.05,2.28,0.01
32.397,0.08,-0.03,0.92,-1.05,2.21,0.04
32.417,0.08,-0.04,0.92,-1.06,2.15,-0.02
32.437,0.08,-0.04,0.92,-1.05,2.19,0.02
32.457,0.08,-0.04,0.92,-1.07,2.16,-0.03
32.477,0.08,-0.03,0.92,-1,2.24,0.01
32.497,0.08,-0.03,0.92,-0.98,2.28,-0.01
32.517,0.08,-0.03,0.92,-1.02,2.17,-0.05
32.537,0.08,-0.04,0.92,-1.07,2.2,0
32.557,0.08,-0.04,0.92,-1.04,2.25,0.03
32.577,0.08,-0.04,0.92,-0.98,2.21,0
32.598,0.08,-0.04,0.92,-1.04,2.2,-0.02
32.617,0.08,-0.04,0.91,-1.06,2.21,0
32.637,0.08,-0.04,0.92,-1.02,2.16,0.02
32.657,0.08,-0.04,0.92,-1.03,2.2,-0.02
32.677,0.08,-0.03,0.92,-1.08,2.24,-0.03
32.697,0.08,-0.04,0.92,-1.06,2.24,-0.01
32.717,0.08,-0.03,0.92,-1.03,2.18,0.08
32.737,0.08,-0.04,0.92,-1.08,2.21,0.01
32.757,0.08,-0.04,0.92,-1.03,2.18,0
32.777,0.08,-0.04,0.92,-1.05,2.19,0
32.797,0.08,-0.04,0.92,-1.02,2.11,0.02
32.817,0.08,-0.03,0.91,-1.03,2.27,0
32.837,0.08,-0.04,0.92,-1.02,2.11,-0.01
32.857,0.08,-0.04,0.92,-1.07,2.18,-0.02
32.877,0.08,-0.04,0.91,-1.03,2.18,0.01
32.897,0.08,-0.04,0.92,-1.05,2.23,0.01
32.917,0.08,-0.03,0.92,-1.05,2.29,-0.03
32.937,0.08,-0.04,0.92,-0.97,2.25,0.02
32.957,0.08,-0.03,0.92,-0.99,2.21,-0.02
32.977,0.08,-0.03,0.92,-1.05,2.21,0.01
32.997,0.08,-0.03,0.92,-0.98,2.15,0.02
33.017,0.08,-0.04,0.92,-1.05,2.17,-0.03
33.037,0.08,-0.04,0.92,-1.03,2.16,0.03
33.057,0.08,-0.04,0.92,-1.08,2.4,-0.02
33.077,0.08,-0.03,0.92,-1.04,2.27,0.03
33.097,0.08,-0.04,0.92,-1.02,2.25,-0.07
33.117,0.08,-0.04,0.92,-1.03,2.23,0.03
33.137,0.08,-0.04,0.92,-1.05,2.18,0.03
33.157,0.08,-0.03,0.92,-0.98,2.21,0.02
33.177,0.08,-0.03,0.92,-1.11,2.22,0.01
33.197,0.08,-0.04,0.92,-1.04,2.14,0.02
33.217,0.08,-0.04,0.92,-1.05,2.19,0.04
33.238,0.08,-0.03,0.92,-1.05,2.15,-0.05
33.257,0.08,-0.04,0.92,-1.06,2.18,-0.04
33.277,0.08,-0.04,0.92,-1.06,2.19,0.02
33.297,0.08,-0.04,0.92,-1.02,2.16,0.01
33.317,0.08,-0.04,0.92,-1.15,2.11,-0.04
33.337,0.08,-0.03,0.92,-1.05,2.12,-0.05
33.357,0.08,-0.03,0.92,-1.09,2.12,-0.01
33.377,0.08,-0.04,0.92,-1.05,2.2,-0.01
33.397,0.08,-0.04,0.92,-1.08,2.21,-0.02
33.417,0.08,-0.04,0.92,-1.03,2.34,-0.01
33.437,0.08,-0.04,0.92,-1.02,2.3,-0.01
33.457,0.08,-0.03,0.91,-1.02,2.28,0.02
33.477,0.08,-0.03,0.92,-1.01,2.27,0.01
33.497,0.08,-0.03,0.92,-1.01,2.34,0.05
33.517,0.08,-0.04,0.92,-1.01,2.26,-0.06
33.537,0.08,-0.04,0.92,-0.99,2.34,0.05
33.557,0.08,-0.03,0.92,-1,2.19,0.01
33.577,0.08,-0.03,0.92,-1.07,2.2,-0.11
33.597,0.08,-0.03,0.92,-1.08,2.25,0
33.617,0.08,-0.03,0.92,-1,2.18,0.05
33.637,0.08,-0.04,0.92,-1.01,2.14,0.02
33.657,0.08,-0.04,0.92,-1.02,2.24,0
33.677,0.08,-0.04,0.91,-1.05,2.15,0.05
33.697,0.08,-0.04,0.92,-1.04,2.28,-0.02
33.717,0.08,-0.03,0.92,-1,2.22,-0.02
33.737,0.08,-0.04,0.92,-1.05,2.24,0.02
33.757,0.08,-0.04,0.92,-1.04,2.26,0.03
33.777,0.08,-0.04,0.92,-1.02,2.18,-0.03
33.797,0.08,-0.04,0.92,-1.03,2.3,-0.05
33.817,0.08,-0.04,0.92,-1.05,2.17,0.05
33.837,0.08,-0.04,0.92,-1.06,2.17,0
33.857,0.08,-0.03,0.92,-1.05,2.19,0.02
33.878,0.08,-0.04,0.92,-1.05,2.23,0
33.897,0.08,-0.04,0.92,-1.02,2.13,0.01
33.917,0.08,-0.04,0.92,-0.99,2.13,-0.05
33.937,0.08,-0.03,0.92,-1.07,2.18,0
33.957,0.08,-0.04,0.92,-1.05,2.24,-0.06
33.977,0.08,-0.03,0.92,-1.02,2.18,-0.03
33.997,0.08,-0.04,0.92,-1.07,2.15,-0.02
34.017,0.08,-0.04,0.92,-0.98,2.17,0.01
34.037,0.08,-0.04,0.92,-1.06,2.2,0.08
34.057,0.08,-0.04,0.92,-1.02,2.12,-0.01
34.077,0.08,-0.03,0.92,-0.99,2.18,0
34.097,0.08,-0.03,0.92,-1.07,2.27,-0.02
34.117,0.08,-0.04,0.92,-0.99,2.34,-0.06
34.137,0.08,-0.03,0.91,-0.99,2.29,0.01
34.157,0.08,-0.04,0.92,-1.05,2.32,-0.03
34.177,0.08,-0.04,0.92,-1,2.33,0.05
34.197,0.08,-0.03,0.92,-0.97,2.31,-0.02
34.217,0.08,-0.04,0.92,-1.05,2.36,0.05
34.237,0.08,-0.03,0.92,-1.04,2.27,0.02
34.257,0.08,-0.03,0.92,-1.01,2.18,0.07
34.277,0.08,-0.03,0.92,-1.08,2.15,0.02
34.297,0.08,-0.04,0.92,-1.02,2.27,0
34.317,0.08,-0.04,0.92,-1.05,2.15,-0.02
34.337,0.08,-0.03,0.92,-1.11,2.18,0.05
34.357,0.08,-0.04,0.92,-1.05,2.25,0.02
34.377,0.08,-0.04,0.92,-1.02,2.19,-0.09
34.397,0.08,-0.04,0.92,-1.02,2.2,-0.05
34.417,0.08,-0.03,0.92,-1.03,2.23,-0.02
34.437,0.08,-0.04,0.92,-1.05,2.2,-0.07
34.457,0.08,-0.04,0.91,-1.08,2.24,-0.01
34.477,0.08,-0.04,0.92,-1.01,2.19,0.02
34.497,0.08,-0.04,0.92,-0.95,2.31,-0.02
34.518,0.08,-0.03,0.92,-1.05,2.21,0
34.537,0.08,-0.03,0.92,-1.06,2.14,0.02
34.557,0.08,-0.04,0.92,-1.05,2.25,-0.06
34.577,0.08,-0.03,0.92,-1,2.16,0
34.597,0.08,-0.03,0.92,-1.06,2.29,0.02
34.617,0.08,-0.04,0.92,-1.02,2.2,0.03
34.637,0.08,-0.03,0.92,-1.1,2.21,-0.02
34.657,0.08,-0.04,0.92,-1.08,2.28,-0.04
34.677,0.08,-0.04,0.92,-1.02,2.3,0.02
34.697,0.08,-0.04,0.92,-1.05,2.23,-0.02
34.717,0.08,-0.03,0.92,-1.08,2.26,-0.05
34.737,0.08,-0.03,0.92,-1.05,2.21,0
34.757,0.08,-0.04,0.92,-1.02,2.21,0.01
34.777,0.08,-0.04,0.92,-1.04,2.2,0.01
34.797,0.08,-0.03,0.92,-1.05,2.24,-0.02
34.817,0.08,-0.04,0.92,-1.05,2.19,-0.03
34.837,0.08,-0.04,0.92,-1.02,2.31,0.01
34.857,0.08,-0.04,0.92,-1.05,2.21,0
34.877,0.08,-0.03,0.92,-1,2.13,0.04
34.897,0.08,-0.03,0.92,-1.05,2.23,0
34.917,0.08,-0.03,0.92,-1.03,2.27,-0.03
34.937,0.08,-0.03,0.92,-1.02,2.18,-0.02
34.957,0.08,-0.03,0.92,-1.02,2.13,0.03
34.977,0.08,-0.03,0.92,-1.01,2.3,-0.05
34.997,0.08,-0.03,0.92,-1.03,2.27,-0.01
35.017,0.08,-0.04,0.92,-1.02,2.25,0.02
35.037,0.08,-0.04,0.92,-0.98,2.18,0.02
35.057,0.08,-0.04,0.92,-1.02,2.27,0
35.077,0.08,-0.03,0.92,-1.05,2.25,0.01
35.097,0.08,-0.03,0.92,-0.99,2.34,0
35.117,0.08,-0.04,0.92,-1,2.21,0.05
35.137,0.08,-0.03,0.92,-1.05,2.3,0.02
35.158,0.08,-0.04,0.92,-0.99,2.24,0.05
35.177,0.08,-0.04,0.92,-1.08,2.21,0.03
35.197,0.08,-0.03,0.92,-1.08,2.22,-0.02
35.217,0.08,-0.04,0.92,-1.03,2.18,0.06
35.237,0.08,-0.04,0.92,-0.98,2.16,-0.01
35.257,0.08,-0.03,0.92,-1.01,2.28,0.03
35.277,0.08,-0.04,0.92,-1.08,2.28,0.08
35.297,0.08,-0.04,0.92,-1.05,2.24,-0.02
35.317,0.08,-0.03,0.92,-1.1,2.18,0.02
35.337,0.08,-0.04,0.92,-1.02,2.16,0.01
35.357,0.08,-0.04,0.92,-0.99,2.27,0.03
35.377,0.08,-0.04,0.91,-1.02,2.25,-0.04
35.397,0.08,-0.03,0.92,-1.06,2.18,-0.05
35.417,0.08,-0.03,0.92,-0.98,2.15,0.02
35.437,0.08,-0.04,0.92,-1.02,2.19,0.04
35.457,0.08,-0.04,0.92,-1.04,2.18,0.01
35.477,0.08,-0.03,0.92,-1.01,2.18,0.02
35.497,0.08,-0.03,0.92,-1,2.25,0.01
35.517,0.08,-0.03,0.91,-0.97,2.14,0.07
35.537,0.08,-0.04,0.92,-1.06,2.15,-0.05
35.557,0.08,-0.04,0.92,-1.05,2.12,0.05
35.577,0.08,-0.03,0.92,-0.97,2.18,-0.04
35.597,0.08,-0.03,0.92,-1.03,2.18,0.01
35.617,0.08,-0.04,0.92,-1.03,2.21,-0.05
35.637,0.08,-0.03,0.92,-1.03,2.23,-0.02
35.657,0.08,-0.03,0.92,-1.05,2.3,-0.01
35.677,0.08,-0.03,0.92,-1.02,2.27,-0.02
35.697,0.08,-0.03,0.92,-1.01,2.12,0.02
35.717,0.08,-0.03,0.92,-1.03,2.21,0.05
35.737,0.08,-0.04,0.91,-1.06,2.18,-0.02
35.757,0.08,-0.03,0.92,-1.13,2.22,-0.02
35.777,0.08,-0.04,0.92,-1.06,2.23,-0.02
35.798,0.08,-0.04,0.92,-1.06,2.28,0.03
35.817,0.08,-0.04,0.92,-1.05,2.18,0.03
35.837,0.08,-0.03,0.92,-1.03,2.11,-0.02
35.857,0.08,-0.03,0.92,-1.02,2.23,-0.02
35.877,0.08,-0.03,0.92,-1.04,2.21,0.02
35.897,0.08,-0.04,0.92,-1.02,2.21,0.01
35.917,0.08,-0.04,0.91,-1.05,2.24,0
35.937,0.08,-0.04,0.92,-1.05,2.11,-0.04
35.957,0.08,-0.03,0.92,-0.99,2.22,0
35.977,0.08,-0.03,0.92,-1.04,2.27,-0.04
35.997,0.08,-0.04,0.92,-1.08,2.27,-0.02
36.017,0.08,-0.03,0.92,-1.03,2.2,0.01
36.037,0.08,-0.04,0.92,-1.02,2.24,0.01
36.057,0.08,-0.04,0.92,-1,2.24,0.05
36.077,0.08,-0.04,0.92,-1.05,2.27,0.02
36.097,0.08,-0.03,0.92,-1.04,2.24,-0.02
36.117,0.08,-0.03,0.92,-0.99,2.15,-0.01
36.137,0.08,-0.04,0.92,-1.02,2.21,-0.06
36.157,0.08,-0.04,0.92,-1.05,2.23,-0.02
36.177,0.08,-0.03,0.92,-1.03,2.18,0.01
36.197,0.08,-0.03,0.92,-1,2.18,0.07
36.217,0.08,-0.04,0.91,-0.98,2.21,-0.05
36.237,0.08,-0.04,0.92,-0.96,2.18,-0.04
36.257,0.08,-0.04,0.92,-1.06,2.13,0.05
36.277,0.08,-0.04,0.92,-0.99,2.19,0.02
36.297,0.08,-0.04,0.92,-1.05,2.19,-0.01
36.317,0.08,-0.03,0.92,-1.03,2.2,-0.03
36.337,0.08,-0.04,0.92,-1.02,2.21,0.03
36.357,0.08,-0.04,0.92,-1.03,2.15,-0.05
36.377,0.08,-0.04,0.92,-1.04,2.18,0.03
36.397,0.08,-0.04,0.92,-1.08,2.18,0.02
36.417,0.08,-0.03,0.92,-1.07,2.21,-0.02
36.438,0.08,-0.04,0.92,-1.03,2.24,-0.03
36.457,0.08,-0.04,0.92,-1.03,2.22,-0.06
36.477,0.08,-0.04,0.92,-0.98,2.31,0.06
36.497,0.08,-0.03,0.92,-1.04,2.21,-0.01
36.517,0.08,-0.04,0.92,-1.04,2.18,-0.04
36.537,0.08,-0.04,0.92,-1.08,2.18,0.04
36.557,0.08,-0.04,0.92,-1.02,2.24,0.03
36.577,0.08,-0.04,0.92,-0.99,2.28,0.04
36.597,0.08,-0.04,0.92,-1.05,2.24,-0.04
36.617,0.08,-0.03,0.92,-1.05,2.17,0.02
36.637,0.08,-0.03,0.92,-1.04,2.18,0.05
36.657,0.08,-0.04,0.92,-1,2.19,0.01
36.677,0.08,-0.03,0.92,-1.02,2.26,-0.01
36.697,0.08,-0.04,0.92,-1.02,2.21,-0.02
36.717,0.08,-0.04,0.92,-1.01,2.21,0.02
36.737,0.08,-0.04,0.92,-1.06,2.27,0.05
36.757,0.08,-0.04,0.92,-1.04,2.26,-0.02
36.777,0.08,-0.03,0.92,-1.07,2.2,0.02
36.797,0.08,-0.04,0.92,-1.02,2.22,0.02
36.817,0.08,-0.04,0.92,-1.05,2.18,0.04
36.837,0.08,-0.04,0.92,-1.05,2.23,-0.01
36.857,0.08,-0.04,0.92,-1.08,2.15,0.06
36.877,0.08,-0.04,0.92,-1,2.25,-0.01
36.897,0.08,-0.04,0.92,-0.98,2.24,0.04
36.917,0.08,-0.03,0.92,-1.02,2.23,-0.02
36.937,0.08,-0.04,0.92,-0.99,2.28,-0.02
36.957,0.08,-0.04,0.92,-1.06,2.18,-0.03
36.977,0.08,-0.04,0.92,-1,2.18,-0.08
36.997,0.08,-0.04,0.92,-1.06,2.25,0.07
37.017,0.08,-0.03,0.92,-1.05,2.18,-0.02
37.037,0.08,-0.04,0.92,-1.02,2.23,-0.03
37.057,0.08,-0.04,0.92,-1.02,2.31,-0.02
37.078,0.08,-0.04,0.92,-1.08,2.24,0.02
37.097,0.08,-0.04,0.92,-1.01,2.1,0.02
37.117,0.08,-0.03,0.92,-1.02,2.23,-0.01
37.137,0.08,-0.03,0.92,-0.99,2.25,0.01
37.157,0.08,-0.03,0.92,-1.02,2.19,0.03
37.177,0.08,-0.03,0.92,-1.08,2.23,-0.01
37.197,0.08,-0.03,0.92,-1.06,2.22,0.04
37.217,0.08,-0.04,0.92,-1.02,2.22,0.02
37.237,0.08,-0.03,0.92,-1.07,2.26,-0.03
37.257,0.08,-0.03,0.91,-1.08,2.28,0.01
37.277,0.08,-0.03,0.92,-1.02,2.22,0.02
37.297,0.08,-0.03,0.92,-1.03,2.18,0
37.317,0.08,-0.04,0.92,-0.95,2.21,-0.02
37.337,0.08,-0.03,0.92,-1.02,2.14,0.02
37.357,0.08,-0.04,0.92,-1.04,2.21,0.02
37.377,0.08,-0.03,0.93,-1.02,2.34,0.03
37.397,0.08,-0.04,0.92,-0.98,2.21,-0.04
37.417,0.08,-0.03,0.92,-1.07,2.18,0.02
37.437,0.08,-0.03,0.92,-1.08,2.2,0.04
37.457,0.08,-0.03,0.92,-1.02,2.14,0.02
37.477,0.08,-0.04,0.92,-1.07,2.27,-0.01
37.497,0.08,-0.04,0.92,-0.98,2.26,0
37.517,0.08,-0.04,0.92,-0.98,2.24,0
37.537,0.08,-0.03,0.92,-1.05,2.18,0.06
37.557,0.08,-0.04,0.92,-1.06,2.28,0.04
37.577,0.08,-0.03,0.92,-0.99,2.27,0.03
37.597,0.08,-0.04,0.92,-1.06,2.2,-0.04
37.617,0.08,-0.04,0.92,-0.98,2.21,0.03
37.637,0.08,-0.03,0.92,-1.02,2.26,0.03
37.657,0.08,-0.03,0.92,-0.98,2.23,0.01
37.677,0.08,-0.03,0.92,-0.94,2.18,-0.08
37.697,0.08,-0.04,0.92,-0.99,2.24,0.03
37.718,0.08,-0.04,0.92,-0.94,2.26,0.07
37.737,0.08,-0.04,0.92,-0.99,2.21,-0.01
37.757,0.08,-0.03,0.92,-1.04,2.22,-0.04
37.777,0.08,-0.03,0.92,-1.02,2.24,0
37.797,0.08,-0.04,0.92,-1.01,2.27,0.02
37.817,0.08,-0.04,0.92,-1.02,2.17,0.02
37.837,0.08,-0.04,0.92,-0.98,2.26,0.02
37.857,0.08,-0.03,0.92,-1.03,2.18,0.03
37.877,0.08,-0.04,0.92,-0.98,2.27,0.03
37.897,0.08,-0.03,0.92,-1.03,2.26,0.02
37.917,0.08,-0.04,0.92,-1.03,2.1,-0.05
37.937,0.08,-0.03,0.92,-1.01,2.21,0.01
37.957,0.08,-0.04,0.92,-1.03,2.2,-0.07
37.977,0.08,-0.04,0.92,-1.05,2.24,0.04
37.997,0.08,-0.03,0.92,-1.08,2.32,0.03
38.017,0.08,-0.04,0.92,-1.05,2.15,0.04
38.037,0.08,-0.03,0.92,-1.07,2.13,0.02
38.057,0.08,-0.03,0.92,-1.03,2.2,0.01
38.077,0.08,-0.03,0.92,-1.09,2.15,0
38.097,0.08,-0.04,0.92,-1.02,2.2,0.03
38.117,0.08,-0.03,0.92,-1.08,2.25,0
38.137,0.08,-0.04,0.92,-1.05,2.22,0.01
38.157,0.08,-0.03,0.92,-1.1,2.09,-0.02
